,idx,platform,head,review,description,image,url,course
670,670,coursera,Google Data Analytics,171K reviews,"Skills you'll gain: Data Storytelling, Rmarkdown, Data Literacy, Data Visualization, Data Presentation, Data Ethics, Data Cleansing, Interactive Data Visualization, Data Validation, Ggplot2, Tableau Software, Sampling (Statistics), Presentations, Spreadsheet Software, Data Analysis, Data Visualization Software, Stakeholder Communications, LinkedIn, Interviewing Skills, Applicant Tracking Systems",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/65/26a1aee9b64fa1ad29132d5a87da64/Emily.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,https://www.coursera.org/professional-certificates/google-data-analytics,Graphic Design
671,671,coursera,IBM UI/UX Designer,2.5K reviews,"Skills you'll gain: UI/UX Research, Information Architecture, User Research, Agile Software Development, User Interface and User Experience (UI/UX) Design, User Experience, User Centered Design, Usability Testing, Usability, Responsive Web Design, Persona (User Experience), Agile Methodology, Kanban Principles, User Flows, User Interface (UI) Design, User Interface (UI), Figma (Design Software), Wireframing, Design Thinking, Prototyping",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/93/cb4ce7e2df4ca48622cc1972e0b16b/600x600px_108343993-1.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-ui-ux-designer,Graphic Design
672,672,coursera,Xbox Graphic Designer,49 reviews,"Skills you'll gain: Color Theory, User Interface and User Experience (UI/UX) Design, Logo Design, Typography, User Interface (UI), Interaction Design, Figma (Design Software), Adobe Illustrator, Design Reviews, Wireframing, Usability, Graphic and Visual Design, Web Content Accessibility Guidelines, Adobe Photoshop, User Experience, Graphic Design, User Centered Design, Photo Editing, Game Design, Generative AI",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/68/8a34733b0c4320a7815732debcea44/Xbox-Graphic-Designer.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/xbox-graphic-designer,Graphic Design
673,673,coursera,Graphic Design,74 reviews,"Skills you'll gain: Adobe Illustrator, Color Theory, Typography, Graphic and Visual Design, Graphic Design, Graphic and Visual Design Software, Design, Adobe Creative Cloud, Design Elements And Principles, Logo Design, Digital Design, Generative AI, Creativity",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1e/f9f85443a945aeb9e5fb18c43b2bd6/graphics-and-illustration.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/adobe-graphic-design,Graphic Design
674,674,coursera,Meta Front-End Developer,23K reviews,"Skills you'll gain: Jest (JavaScript Testing Framework), Version Control, UI/UX Research, Usability Testing, Responsive Web Design, Data Structures, Unix Commands, HTML and CSS, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, Bootstrap (Front-End Framework), React.js, Mobile Development, Front-End Web Development, Algorithms, Web Development Tools, Javascript, Cascading Style Sheets (CSS)",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8a/9a826c8e0648ada8b65ddba129e4ab/Meta-Front-End-Developer.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/meta-front-end-developer,Graphic Design
675,675,coursera,Fundamentals of Graphic Design,18K reviews,"Skills you'll gain: Typography, Design Elements And Principles, Graphic Design, Visual Design, Design Software, Logo Design, Digital Design, Color Theory, Photo Editing, Adobe Creative Cloud, Creativity",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/1d37b0e47f11e5a403f7dee24cfcd7/01.FUND_1200-x-1200_logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/fundamentals-of-graphic-design,Graphic Design
676,676,coursera,Graphic Design Elements for Non-Designers,1.6K reviews,"Skills you'll gain: Logo Design, Color Theory, Design Elements And Principles, Graphic Design, Design, Typography, Color Matching, User Experience Design, Digital Design, Graphic and Visual Design, Graphics Software, Adobe InDesign, Graphic and Visual Design Software, Design Software, Photo Editing, Content Creation, Design Research, Information Architecture, Adobe Photoshop, Web Design and Development",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e7/39530d8e724515b55e8ca291227cdc/MOOC-specialization-LOGO.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/graphic-design-elements-non-designers,Graphic Design
677,677,coursera,IBM AI Developer,72K reviews,"Skills you'll gain: Prompt Engineering, Software Development Life Cycle, Large Language Modeling, Software Architecture, ChatGPT, Development Environment, Flask (Web Framework), Generative AI, Cascading Style Sheets (CSS), Unit Testing, Jupyter, Bootstrap (Front-End Framework), Software Design, Software Development Tools, Software Engineering, Responsive Web Design, Python Programming, Engineering Software, Machine Learning, Data Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f3/2b860471b441f38659038b5ce24c1e/image-1-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,Graphic Design
678,678,coursera,Google Digital Marketing & E-commerce,41K reviews,"Skills you'll gain: Data Storytelling, Search Engine Marketing, Media Planning, Social Media Marketing, Google Ads, Email Marketing, Social Media Strategy, Search Engine Optimization, Order Fulfillment, Social Media Management, Performance Measurement, Spreadsheet Software, A/B Testing, Customer Retention, E-Commerce, Campaign Management, Loyalty Programs, Marketing, Interviewing Skills, Applicant Tracking Systems",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/01/30ec6494c24c2ebaa4372771421136/Trin.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,Graphic Design
679,679,coursera,Microsoft UX Design,441 reviews,"Skills you'll gain: Storyboarding, User Research, Information Architecture, User Experience Design, Design Thinking, Prototyping, Usability Testing, User Experience, Persona (User Experience), Wireframing, Design Research, User Interface and User Experience (UI/UX) Design, Interaction Design, Web Content Accessibility Guidelines, Human Centered Design, Figma (Design Software), Usability, User Centered Design, Design, Artificial Intelligence",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f6/abcdcae97c49b5a51db67179bf3743/Microsoft-UX-Design.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ux-design,Graphic Design
680,680,coursera,IBM Data Engineering,59K reviews,"Skills you'll gain: NoSQL, Data Warehousing, SQL, Apache Hadoop, Extract, Transform, Load, Apache Airflow, Web Scraping, Linux Commands, Database Design, IBM Cognos Analytics, MySQL, Apache Spark, Database Administration, Data Store, Jupyter, Generative AI, Professional Networking, Python Programming, Data Analysis, Data Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6a/d14e81aab148cb9404a40039c2d4df/IBM-Data-Engineering.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-data-engineer,Graphic Design
681,681,coursera,"Effective Communication: Writing, Design, and Presentation",12K reviews,"Skills you'll gain: Business Writing, Presentations, Peer Review, Graphic Design, Graphic and Visual Design, Business Correspondence, Public Speaking, Business Communication, Graphic and Visual Design Software, Verbal Communication Skills, Design, Visual Design, Storytelling, Writing, Organizational Skills, Project Design, Concision, Writing and Editing, Proofreading, Drive Engagement",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/88/665950062e11e69ebaef1c35c6d3ef/specialization-logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/effective-business-communication,Graphic Design
682,682,coursera,UI / UX Design,7.9K reviews,"Skills you'll gain: Information Architecture, Wireframing, User Interface and User Experience (UI/UX) Design, Persona (User Experience), Mockups, User Experience Design, Responsive Web Design, UI/UX Strategy, Adobe XD, User Interface (UI) Design, User Centered Design, Interaction Design, Prototyping, Graphic and Visual Design, Web Language, HTML and CSS, User Flows, Web Design, Design Elements And Principles, User Research",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/41/f404907a3011e8b427dbe925a8251e/specialization_logo_02d.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/ui-ux-design,Graphic Design
683,683,coursera,Game Design: Art and Concepts,4.1K reviews,"Skills you'll gain: Animation and Game Design, Game Design, Animations, Prototyping, Conceptual Design, Video Game Development, Storytelling, Software Design Documents, Ideation, Visualization (Computer Graphics), Storyboarding, Design, Virtual Environment, Art History, Technical Design, Design Elements And Principles, Usability Testing, Creative Design, Design Strategies, Graphic and Visual Design",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CalArts_GameDesign_PartnerProvided.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/game-design,Graphic Design
684,684,coursera,IBM Full Stack Software Developer,56K reviews,"Skills you'll gain: Prompt Engineering, Istio, Software Development Life Cycle, Node.JS, Cloud Computing Architecture, Server Side, Application Deployment, React Redux, Kubernetes, Cloud Services, Django (Web Framework), Software Architecture, Object-Relational Mapping, Git (Version Control System), Flask (Web Framework), Full-Stack Web Development, Cascading Style Sheets (CSS), Cloud Computing, Jupyter, Engineering Software",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/2aa16c328a457cb910aa933bf2cd87/Professional-Certificate-Cloud-App.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,Graphic Design
685,685,coursera,Design Fundamentals with AI,822 reviews,"Skills you'll gain: Typography, Logo Design, Digital Design, Creative Design, Visual Design, Branding, Graphic Design, User Interface and User Experience (UI/UX) Design, Color Theory, Content Creation, Creativity, Generative AI Agents",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c7/ba6c19b3da4a5a97593b76c5cf38ff/Design-Fundamentals.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/design-fundamentals-ai,Graphic Design
686,686,coursera,Excel Skills for Business,62K reviews,"Skills you'll gain: Microsoft Excel, Dashboard, Excel Formulas, Spreadsheet Software, Data Visualization, Excel Macros, Data Validation, Data Analysis Expressions (DAX), Data Cleansing, Data Modeling, Financial Forecasting, Workflow Management, Finance, Data Management, Business Intelligence Software, Consolidation, Data Integrity, Data Entry, Business Reporting, Productivity Software",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a5/5fe03ce0bd4774b8025536110a845e/04.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/excel,Graphic Design
687,687,coursera,Game Design and Development with Unity,622 reviews,"Skills you'll gain: Unity Engine, Game Design, Video Game Development, Prototyping, 3D Modeling, Software Design Documents, Peer Review, Cross Platform Development, C# (Programming Language), User Interface (UI), Animation and Game Design, Software Design, Storytelling, Software Documentation, User Experience Design, Augmented and Virtual Reality (AR/VR), Microsoft Visual Studio, Conceptual Design, Computer Graphics, Ideation",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/60/80cb19a88f41eebfe1daae897406d1/levelup.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/game-design-and-development,Graphic Design
688,688,coursera,Create High-Fidelity Designs and Prototypes in Figma,4.6K reviews,"Skills you'll gain: Figma (Design Software), User Experience Design, Mockups, Usability Testing, User Interface (UI) Design, Design Elements And Principles, Design Reviews, Prototyping, Technical Communication, Typography, Design Research, Animations, Color Theory",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2e/10aec2a2454a3496771ebcd34fbbff/1200x600_certsResize_1-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://www.coursera.org/learn/high-fidelity-designs-prototype,Graphic Design
706,706,coursera,Google Project Management:,131K reviews,"Skills you'll gain: Quality Management, Project Management Life Cycle, Requirements Analysis, Project Scoping, Project Closure, Project Management, Project Planning, Agile Project Management, Continuous Improvement Process, Project Controls, Backlogs, Stakeholder Communications, Milestones (Project Management), Quality Assessment, Team Management, Agile Methodology, Project Documentation, Change Management, Interviewing Skills, Applicant Tracking Systems",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c5/be54f7d5254653aeadd182dc2c3d93/brittany.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://www.coursera.org/professional-certificates/google-project-management,Project Management
707,707,coursera,Project Management Principles and Practices,30K reviews,"Skills you'll gain: Cost Estimation, Stakeholder Management, Project Risk Management, Project Controls, Project Schedules, Work Breakdown Structure, Project Performance, Estimation, Conflict Management, Quality Management, Change Control, Project Management, Timelines, Milestones (Project Management), Project Planning, Peer Review, Budgeting, Scheduling, Project Management Life Cycle, Risk Management",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f6/824b50f34311e4b3e4d9a4acd55c54/1_iStock_000039306742_Large_Coursera.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/project-management,Project Management
708,708,coursera,Project Management,1.4K reviews,"Skills you'll gain: User Story, Supplier Management, Project Schedules, Project Closure, Engineering Management, Milestones (Project Management), Team Leadership, Stakeholder Management, Scheduling, Agile Project Management, Scrum (Software Development), Procurement, Quality Management, Team Management, Project Planning, Agile Methodology, Project Scoping, Project Management, Risk Management, Stakeholder Communications",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/83/620b0a23754b2ea859f5cbd31f3ef7/Slide1.jpeg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/meem-project-management,Project Management
709,709,coursera,Engineering Project Management,4.7K reviews,"Skills you'll gain: Project Scoping, Communication Planning, Cost Management, Scope Management, Project Estimation, Project Schedules, Earned Value Management, Scheduling, Team Management, Quality Assurance, Stakeholder Management, Work Breakdown Structure, Risk Management, Organizational Structure, Procurement, Project Risk Management, Project Documentation, Requirements Management, Project Management, Planning",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/57/26651097ce11e6880af3d57ebba4f5/comp-600px-2.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/engineering-project-management,Project Management
710,710,coursera,Project Management,18 reviews,"Skills you'll gain: Project Schedules, Project Planning, Stakeholder Management, Communication Planning, Project Implementation, Earned Value Management, Agile Methodology, Agile Project Management, Stakeholder Communications, Project Scoping, Work Breakdown Structure, Project Management, Program Management, Conflict Management, Project Coordination, Milestones (Project Management), Resource Utilization, Resource Planning, Project Documentation, Leadership",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/36/39b39627b94365afc2606319d67a03/Project-Management-Specialization-Homepage.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/uci-project-management,Project Management
711,711,coursera,Foundations of Project Management,96K reviews,"Skills you'll gain: Project Management Life Cycle, Change Management, Organizational Structure, Project Management, Organizational Change, Program Management, Project Closure, Agile Methodology, Project Planning, Waterfall Methodology, Strategic Thinking",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/33/56fa78ec0542f19eaa977b8854c833/coursera2.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,https://www.coursera.org/learn/project-management-foundations,Project Management
712,712,coursera,Introduction to Project Management,2K reviews,"Skills you'll gain: Stakeholder Management, IT Management, Project Management, Project Coordination, Information Technology, Project Risk Management, Agile Project Management, Project Management Life Cycle, Agile Methodology, Project Planning, Interpersonal Communications",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/08/051b638a0642b1a79a21e73269b32c/AdobeStock_137171761.jpeg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/introduction-to-project-management,Project Management
713,713,coursera,Microsoft Project Management,481 reviews,"Skills you'll gain: Stakeholder Management, Virtual Teams, Scheduling, Team Management, Conflict Management, Project Schedules, Project Management Life Cycle, Project Management Office (PMO), Project Coordination, Excel Formulas, Procurement, Kanban Principles, Performance Measurement, Strategic Communication, Leadership, Risk Management, Communication, Planning, Project Management, Budgeting",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/b05f3ee57c4445aa5a27e2054a09b5/Microsoft-Project-Management.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/microsoft-project-management,Project Management
714,714,coursera,IBM Project Manager,5K reviews,"Skills you'll gain: Stakeholder Engagement, Agile Software Development, Project Management Life Cycle, Resource Management, Risk Management, Peer Review, Earned Value Management, Stakeholder Management, Agile Methodology, Project Risk Management, Team Motivation, Kanban Principles, Project Schedules, Resource Planning, Project Management, IT Management, Interviewing Skills, Professional Networking, Leadership, Communication",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/c4724ddada49db810c11a936e198c4/Projects.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-project-manager,Project Management
715,715,coursera,Construction Management,9.3K reviews,"Skills you'll gain: Project Schedules, Construction Management, Construction Estimating, Project Finance, Cost Estimation, Punch Work, Project Risk Management, Bidding, Building Information Modeling, Scheduling, Cost Control, Environment Health And Safety, Project Closure, Lean Methodologies, Timelines, Real Estate, Finance, Construction, Business Transformation, Innovation",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/83/27c0906c9b11e697217132e89362f6/CM_SpecLogo800.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/construction-management,Project Management
716,716,coursera,Project Management Essentials,1K reviews,"Skills you'll gain: Project Management Life Cycle, Project Management Institute (PMI) Methodology, Project Management, Project Coordination, Agile Project Management, Project Risk Management, Scope Management, Project Controls, Project Planning, Project Closure, Stakeholder Management, Change Control, Leadership",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/43/7414c5e37146e8acf31b116f1b9021/AdobeStock_479112885.jpeg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/copy-of-project-management-essentials,Project Management
717,717,coursera,Introduction to Agile Development and Scrum,2.5K reviews,"Skills you'll gain: Agile Software Development, Agile Methodology, Kanban Principles, Agile Project Management, User Story, Sprint Retrospectives, Sprint Planning, Workflow Management, Performance Metric, Team Oriented, Backlogs, Performance Measurement, Lean Methodologies, Continuous Improvement Process, Prioritization, Estimation",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1b/9cf5653ab34be5af95f0c72f0b98d2/Introduction-to-Agile-Development-and-Scrum-logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/agile-development-and-scrum,Project Management
718,718,coursera,Project Management and Planning,68 reviews,"Skills you'll gain: Project Closure, Work Breakdown Structure, Earned Value Management, Configuration Management, Project Portfolio Management, Negotiation, Project Management Life Cycle, Project Management, Project Schedules, Agile Methodology, Project Controls, Product Roadmaps, Scheduling, Conflict Management, Agile Project Management, Project Coordination, Risk Management, Project Planning, Team Leadership, Stakeholder Engagement",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bf/4355d22ea6413bb171aed3f8072bb3/261784322_2c88b7de-43a8-42c5-a8d3-425dcf01ae75.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/project-management-and-planning,Project Management
719,719,coursera,PMI-PMP® Certification Training Course,298 reviews,"Skills you'll gain: Cost Management, Scope Management, Agile Project Management, Agile Methodology, Stakeholder Engagement, Project Management, Project Schedules, Stakeholder Management, Adaptability, Cost Estimation, Kanban Principles, Project Scoping, Project Risk Management, Conflict Management, Project Management Institute (PMI) Methodology, Project Management Office (PMO), Project Planning, Risk Management, Team Management, Quality Management",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cb/ac132e1730492b99088d3ef8189f1e/Copy-of-Temporary-Asset-588-x-330-px-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/pmp-certification-training-course,Project Management
720,720,coursera,Google Digital Marketing & E-commerce,41K reviews,"Skills you'll gain: Data Storytelling, Search Engine Marketing, Media Planning, Social Media Marketing, Google Ads, Email Marketing, Social Media Strategy, Search Engine Optimization, Order Fulfillment, Social Media Management, Performance Measurement, Spreadsheet Software, A/B Testing, Customer Retention, E-Commerce, Campaign Management, Loyalty Programs, Marketing, Interviewing Skills, Applicant Tracking Systems",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/01/30ec6494c24c2ebaa4372771421136/Trin.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,Project Management
721,721,coursera,IBM IT Project Manager,8.8K reviews,"Skills you'll gain: Software Development Life Cycle, Stakeholder Engagement, Agile Software Development, Project Management Life Cycle, Resource Management, Peer Review, Earned Value Management, Software Architecture, Development Environment, Stakeholder Management, Agile Methodology, Project Risk Management, Team Motivation, Project Management, Information Technology, Risk Management, Sprint Retrospectives, Interviewing Skills, Leadership, Communication",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0a/78a20b48fe419ea3f857ea43e3e38b/IT-Project-Management-PC.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ibm-it-project-manager,Project Management
722,722,coursera,Project Management in Construction,43 reviews,"Skills you'll gain: Scope Management, Stakeholder Management, Project Schedules, Project Risk Management, Environment Health And Safety, Work Breakdown Structure, Project Scoping, Earned Value Management, Feasibility Studies, Risk Analysis, Quality Management, Procurement, Cost Estimation, Scheduling, Cost Management, Project Management Life Cycle, Contract Management, Communication Strategies, Risk Management, Project Controls",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1a/e7d68529064cfda6a04e253f414f18/Project-management-in-construction.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/project-management-in-construction,Project Management
723,723,coursera,Agile Project Management,15K reviews,"Skills you'll gain: Agile Project Management, Backlogs, Agile Methodology, User Story, Sprint Planning, Agile Product Development, Product Roadmaps, Sprint Retrospectives, Kanban Principles, Coaching, Team Management, Organizational Change, Prioritization, Problem Solving, Influencing",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/11/db32edad03442786abc8aba72e758b/1200x600_certsResize_3-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://www.coursera.org/learn/agile-project-management,Project Management
724,724,coursera,Certified Associate in Project Management (CAPM),25 reviews,"Skills you'll gain: Stakeholder Management, Project Documentation, Earned Value Management, User Requirements Documents, Risk Management, Product Management, Ethical Standards And Conduct, Leadership Studies, Kanban Principles, Waterfall Methodology, Business Process, Team Leadership, Project Schedules, Performance Management, Scaled Agile Framework, Project Management Software, Communication Planning, Business Modeling, Project Coordination, User Acceptance Testing (UAT)",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cf/bbe75f918c47a4a014d24164e42fb5/V22291.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/packt-certified-associate-in-project-management-capm,Project Management
725,725,coursera,ChatGPT for Project Management - Leveraging AI for Success,6.3K reviews,"Skills you'll gain: Prompt Engineering, ChatGPT, Large Language Modeling, Productivity, Project Planning, Generative AI, Risk Analysis, Milestones (Project Management), Timelines, Project Risk Management, Project Schedules, Project Management, Artificial Intelligence, Workflow Management, Project Implementation, Key Performance Indicators (KPIs), Project Documentation, Taking Meeting Minutes, Business Metrics, Creative Thinking",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0c/d5299e636b4123b06da6a96d725b04/juleswhite_3d_colorful_volumeric_organic_rounded_vibrant_highly_4e1c026e-e7f1-4f4a-91ad-881c0ae23500.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/chatgpt-project-management,Project Management
726,726,coursera,Project Management Fundamentals,370 reviews,"Skills you'll gain: Stakeholder Management, Stakeholder Engagement, Project Management Institute (PMI) Methodology, Project Management, Stakeholder Communications, Project Management Office (PMO), Project Coordination, Project Management Life Cycle, Project Closure, Project Implementation, Project Planning, Governance, Organizational Structure",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0c/537f2b68de4cbba4e242e8f86126e3/MKG---Team-building-and-leadership-in-project.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/project-management-fundamentals-microsoft,Project Management
