,idx,platform,head,review,description,image,url,course
40,40,coursera,Introduction to Artificial Intelligence (AI),20K reviews,"Skills you'll gain: Generative AI, ChatGPT, Natural Language Processing, Market Opportunities",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a7/edd3b41ddd45298d7bbcb04b19fba6/200766_Logo-Image_1200x1200pxl-copy-3.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/introduction-to-ai,AI and Machine Learning
28,28,simplilearn,Machine Learning using Python,4.5 (14791),"Supervised and unsupervised learning,Time series modeling,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/machine-learning-certification-training-course?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
4,4,edx,Introduction to AI & Machine Learning in Healthcare,MGH_Institute,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Ffa3fe5e7-5100-40a1-b56b-c44b893d92a6-8dd6dff92a89.png&w=256&q=75,https://www.edx.org/learn/data-analysis-statistics/mgh-institute-of-health-professions-introduction-to-ai-machine-learning-in-healthcare?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=1,AI and Machine Learning
0,0,learnvern,Recruiter Training Course in English,5748,,https://assets.learnvern.com/course/icons/65197.svg,https://www.learnvern.com/recruitment-training,AI and Machine Learning
41,41,coursera,Generative AI: Introduction and Applications,2.9K reviews,"Skills you'll gain: Generative AI, ChatGPT, OpenAI, Prompt Engineering, Large Language Modeling, Artificial Intelligence, Program Development, Content Creation, Image Analysis, Virtual Environment",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b0/ca7b7874b64bce8ff67a727e8f7cc4/GenAI_Logo-Image-2_1200x1200pxl-copy.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/learn/generative-ai-introduction-and-applications,AI and Machine Learning
29,29,simplilearn,Professional Certificate in AI and Machine Learning,4.7 (4338),"Generative AI,Prompt Engineering,ChatGPT,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/pgp-ai-machine-learning-certification-training-course?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
5,5,edx,Introduction to AI,ArmEducationX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F5f1b3a31-014f-44e0-ade4-829a9d4b8334-00d7ebd79ee5.png&w=256&q=75,https://www.edx.org/learn/computer-science/arm-education-introduction-to-ai?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=2,AI and Machine Learning
1,1,learnvern,DevOps Containerization with Docker,2610,,https://assets.learnvern.com/course/icons/76450.svg,https://www.learnvern.com/docker-and-kubernetes-tutorial,AI and Machine Learning
42,42,coursera,Introduction to AI,1.9K reviews,"Skills you'll gain: Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Software, Machine Learning, Innovation, Data Quality, Critical Thinking",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f3/a1a45dadb04ed882cad2d1ed5b7544/AIE---Course-page-hero-image.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,https://www.coursera.org/learn/google-introduction-to-ai,AI and Machine Learning
30,30,simplilearn,Professional Certificate Course in Generative AI and Machine Learning,4.7 (4560),"Generative AI,Prompt Engineering,Large Language Models,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/iitk-professional-certificate-course-ai-machine-learning?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
6,6,edx,Artificial Intelligence in Government,UMD,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fac5b634b-1d88-43d5-8199-1142a2e4fc96-0f3719f6fbd4.png&w=256&q=75,https://www.edx.org/learn/engineering/university-system-of-maryland-artificial-intelligence-in-government?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=3,AI and Machine Learning
2,2,learnvern,Graphic Designing With Adobe Illustrator,52341,,https://assets.learnvern.com/course/icons/98861.svg,https://www.learnvern.com/course/illustrator-tutorial,AI and Machine Learning
43,43,coursera,Mathematics for Machine Learning and Data Science,2.8K reviews,"Skills you'll gain: Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/b75571d8ad4d24bddff436beab0bad/DL_Square_Banner_Coursera_800x800.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,AI and Machine Learning
31,31,simplilearn,Professional Certificate Program in Generative AI and Machine Learning - IITG,4.8 (808),"Generative AI,Prompt Engineering,Chatbot Development,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/iitg-generative-ai-machine-learning-program?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
7,7,edx,Advanced Principles & Topics in AI & Machine Learning in Healthcare,MGH_Institute,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Ffa3fe5e7-5100-40a1-b56b-c44b893d92a6-8dd6dff92a89.png&w=256&q=75,https://www.edx.org/learn/data-analysis-statistics/mgh-institute-of-health-professions-advanced-principles-topics-in-ai-machine-learning-in-healthcare?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=4,AI and Machine Learning
3,3,learnvern,Recruiter Training Course,9675,,https://assets.learnvern.com/course/icons/18593.svg,https://www.learnvern.com/recruitment-training-in-hindi,AI and Machine Learning
44,44,coursera,"Python for Data Science, AI & Development",42K reviews,"Skills you'll gain: Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fc/c1b8dfbac740999b6256aca490de43/Python-Image.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/learn/python-for-applied-data-science-ai,AI and Machine Learning
32,32,simplilearn,Professional Certificate in AI and Machine Learning,Duration: 6 months,"Generative AI,Agentic AI,Prompt Engineering,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/professional-aiml-program?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
8,8,edx,From Code to Creation: Mastering Game Programming,HP,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F2b6a09a3-61a9-415b-9048-cf90451c6bb2-681cbc2f42ed.png&w=256&q=75,https://www.edx.org/learn/game-development/hp-from-code-to-creation-mastering-game-programming?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=5,AI and Machine Learning
64,64,learnvern,Data Science Course,53162,,https://assets.learnvern.com/course/icons/62419.svg,https://www.learnvern.com/course/data-science-tutorial,Data Science and Analytics
45,45,coursera,Foundations of AI and Machine Learning,142 reviews,"Skills you'll gain: Data Management, Artificial Intelligence and Machine Learning (AI/ML), Infrastructure Architecture, Cloud Infrastructure, MLOps (Machine Learning Operations), Application Deployment, Data Processing, Data Cleansing, Artificial Intelligence, Data Security, Application Frameworks, PyTorch (Machine Learning Library), Machine Learning, Tensorflow, Data Pipelines, Scikit Learn (Machine Learning Library), Scalability",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d1/ed945dd15942a5b89e92352a4a1f71/Depositphotos_302544340_XL_C1.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50,https://www.coursera.org/learn/foundations-of-ai-and-machine-learning,AI and Machine Learning
33,33,simplilearn,Microsoft Certified Azure AI Engineer Associate: AI 102,4.7 (249),"Plan and manage an Azure AI solution,Implement decision support solutions,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/microsoft-azure-ai-102-certification?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
9,9,edx,FinTech Technologies,HKUx,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F5024b547-2d68-4bfd-9e9e-1e5f96c13375-c9b5e39fb8af.png&w=256&q=75,https://www.edx.org/learn/fintech/university-of-hong-kong-fintech-technologies?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=6,AI and Machine Learning
65,65,learnvern,Data Science,53162,,https://assets.learnvern.com/course/icons/88422.svg,https://www.learnvern.com/live-course/data-science-course,Data Science and Analytics
46,46,coursera,Machine Learning,35K reviews,"Skills you'll gain: Unsupervised Learning, Supervised Learning, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering, Python Programming",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3a/9d2a7af297483a845340bcfbac6f1e/MLS.course-banners-01_Course-Logo-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/machine-learning-introduction,AI and Machine Learning
34,34,simplilearn,Microsoft AI Engineer Program,4.8 (66),"Python,Data Science,Machine Learning,Deep Learning,,,,,",https://www.simplilearn.com/ice9/university/Microsoft_Megamenu_56px.svgz,https://www.simplilearn.com/ai-engineer-course?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
10,10,edx,DevOps and AI on AWS: Upgrading Apps with Generative AI,AWS,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F31705519-3082-4c18-aa23-1caf9a038b1c-21ab36bd68bc.png&w=256&q=75,https://www.edx.org/learn/computer-science/amazon-web-services-devops-and-ai-on-aws-upgrading-apps-with-generative-ai?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=7,AI and Machine Learning
66,66,learnvern,Database Management Course,28483,,https://assets.learnvern.com/course/icons/80287.svg,https://www.learnvern.com/course/database-management-tutorial-hindi,Data Science and Analytics
47,47,coursera,Mathematics for Machine Learning,15K reviews,"Skills you'll gain: Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3e/3974e00aa311e8840ea7bed5c70ad0/Specialization-logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/mathematics-machine-learning,AI and Machine Learning
35,35,simplilearn,Artificial Intelligence Engineer,4.6 (53952),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/masters-in-artificial-intelligence?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
11,11,edx,"Smart Analytics, Machine Learning, and AI on Google Cloud",GoogleCloud,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F7a30f2c7-0d59-4890-ab19-fc8324e9c7d6-6ff36c37bf48.png&w=256&q=75,https://www.edx.org/learn/artificial-intelligence/google-cloud-smart-analytics-machine-learning-and-ai-on-google-cloud?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=8,AI and Machine Learning
67,67,learnvern,MySQL Database Management System,20595,,https://assets.learnvern.com/course/icons/86795.svg,https://www.learnvern.com/course/mysql-tutorial,Data Science and Analytics
48,48,coursera,Machine Learning with Python,18K reviews,"Skills you'll gain: Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3c/77927732934dc0a10a44bd3306833d/1200x1200px_1001823008.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/machine-learning-with-python,AI and Machine Learning
36,36,simplilearn,Applied Generative AI Specialization,4.5 (1746),"Python Programming,Prompt Engineering,AI Literacy,,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/applied-ai-course?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
12,12,edx,AI Applications with Watson,IBM,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F87b07564-d569-4cfd-bee6-8b0a407acb73-dc33e4b5f353.png&w=256&q=75,https://www.edx.org/learn/artificial-intelligence/ibm-ai-applications-with-watson?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=9,AI and Machine Learning
68,68,learnvern,Statistics For Data Science Course,10409,,https://assets.learnvern.com/course/icons/50347.svg,https://www.learnvern.com/statistics-for-data-science-tutorial,Data Science and Analytics
49,49,coursera,Google AI Essentials,3.3K reviews,"Skills you'll gain: Prompt Engineering, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Large Language Modeling, Process Optimization, Productivity Software, Workforce Development, Digital Transformation, Innovation, Technical Writing, Emerging Technologies, Operational Efficiency, Business Solutions, Machine Learning Software, Data Security, Critical Thinking, Analysis, Data Analysis, Data Quality",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/4b/c3404560f0424f8f634988c9f753f3/Google-AI-Essentials.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://www.coursera.org/specializations/ai-essentials-google,AI and Machine Learning
37,37,simplilearn,GenAI for Project Managers & Scrum Masters,Duration: 6 Months,"Prompt Engineering,AI Powered Sprint Planning,,,,,,,,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/Simplilearn_logo.svgz,https://www.simplilearn.com/agile-and-scrum/agile-ai-certification?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
13,13,edx,Harnessing AI for Digital Media Creation,UBCx,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Feac96c61-1462-4084-a0b2-12525b74a9e1-8377159ff774.png&w=256&q=75,https://www.edx.org/learn/engineering/university-of-british-columbia-harnessing-ai-for-digital-media-creation?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=10,AI and Machine Learning
69,69,learnvern,Statistics For Data Science Course in English,3008,,https://assets.learnvern.com/course/icons/45602.svg,https://www.learnvern.com/statistics-for-data-science-tutorial-in-english,Data Science and Analytics
50,50,coursera,IBM AI Developer,72K reviews,"Skills you'll gain: Prompt Engineering, Software Development Life Cycle, Large Language Modeling, Software Architecture, ChatGPT, Development Environment, Flask (Web Framework), Generative AI, Cascading Style Sheets (CSS), Unit Testing, Jupyter, Bootstrap (Front-End Framework), Software Design, Software Development Tools, Software Engineering, Responsive Web Design, Python Programming, Engineering Software, Machine Learning, Data Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f3/2b860471b441f38659038b5ce24c1e/image-1-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,AI and Machine Learning
38,38,simplilearn,Generative AI for Business Transformation,4.6 (373),"Scaling AI Initiatives,Conversational AI,AI Risk Assessment,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/generative-ai-for-business-transformation-course?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
14,14,edx,Mastering Generative AI for Cybersecurity,IBM,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F87b07564-d569-4cfd-bee6-8b0a407acb73-dc33e4b5f353.png&w=256&q=75,https://www.edx.org/learn/computer-science/ibm-mastering-generative-ai-for-cybersecurity?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=11,AI and Machine Learning
70,70,learnvern,Complete Machine Learning Course in English,7318,,https://assets.learnvern.com/course/icons/75707.svg,https://www.learnvern.com/machine-learning-course,Data Science and Analytics
51,51,coursera,IBM AI Engineering,20K reviews,"Skills you'll gain: Prompt Engineering, Large Language Modeling, PyTorch (Machine Learning Library), Unsupervised Learning, Generative AI, Keras (Neural Network Library), Supervised Learning, Deep Learning, Reinforcement Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Generative AI Agents, Image Analysis, Data Manipulation, Natural Language Processing, Tensorflow, Machine Learning, Python Programming, Data Science",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a2/922bfdcbbe4ac1a413253209b11611/Professional-Certificate---AI-Engineering.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/ai-engineer,AI and Machine Learning
39,39,simplilearn,Applied Generative AI Specialization,5.0 (6),"Prompt Engineering,Agentic Frameworks,AI Agents,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/applied-generative-ai-program?tag=AI%20and%20Machine%20Learning,AI and Machine Learning
15,15,edx,Teach Teens Computing: Understanding AI for Educators,RaspberryPiFoundation,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F0d58600d-bb5f-4036-b222-b770d238331a-f11f10a8cbbc.png&w=256&q=75,https://www.edx.org/learn/education-teacher-training/raspberry-pi-foundation-teach-teens-computing-understanding-ai-for-teachers?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=12,AI and Machine Learning
71,71,learnvern,Complete Machine Learning Course,17869,,https://assets.learnvern.com/course/icons/54689.svg,https://www.learnvern.com/course/machine-learning-course-in-hindi,Data Science and Analytics
52,52,coursera,Agentic AI and AI Agents for Leaders,6.8K reviews,"Skills you'll gain: Prompt Engineering, ChatGPT, Generative AI Agents, Generative AI, Workflow Management, Agentic systems, Productivity, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), AI Personalization, Business Process Automation, Personalized Service, Large Language Modeling, Automation, Business Transformation, Expense Management, Creative Thinking, Ingenuity, Technology Strategies, Productivity Software",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/76/09db8c9e6d48238a2fad3589241fbb/juleswhite_3d_colorful_volumeric_organic_rounded_vibrant_highly_6e1e9154-a897-4822-99f5-9d2eda02aed1.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/ai-agents-for-leaders,AI and Machine Learning
77,77,simplilearn,Applied Data Science with Python,4.5 (19107),"Data wrangling,Data exploration,Data visualization,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/python-for-data-science-training?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
16,16,edx,Azure AI Fundamentals: Build & Deploy AI,Microsoft,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F896bbb25-cf7e-4f80-8ac1-477199c305ef-0a7d5b6c30e9.png&w=256&q=75,https://www.edx.org/learn/computer-science/microsoft-learning-path-microsoft-azure-ai-fundamentals-ai-overview?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=13,AI and Machine Learning
72,72,learnvern,Unsupervised Learning in Machine Learning,1917,,https://assets.learnvern.com/course/icons/27057.svg,https://www.learnvern.com/unsupervised-machine-learning,Data Science and Analytics
53,53,coursera,Fundamentals of Machine Learning and Artificial Intelligence,759 reviews,"Skills you'll gain: Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/e05713dc4c468794ff8474ddfab441/Screenshot-2024-07-29-at-4.25.23-PM.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/fundamentals-of-machine-learning-and-artificial-intelligence,AI and Machine Learning
78,78,simplilearn,Data Scientist,4.6 (101603),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/big-data-and-analytics/senior-data-scientist-masters-program-training?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
17,17,edx,MLOps1 (Azure): Deploying AI & ML Models in Production using Microsoft Azure Machine Learning,Statistics.comX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fd74214c6-3663-421d-91be-bf407a6efca2-94bf207ef5fa.png&w=256&q=75,https://www.edx.org/learn/azure/statistics-com-mlops1-azure-deploying-ai-ml-models-in-production-using-microsoft-azure-machine-learning?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=14,AI and Machine Learning
73,73,learnvern,C# Course,32153,,https://assets.learnvern.com/course/icons/61753.svg,https://www.learnvern.com/course/c-sharp-tutorial,Data Science and Analytics
54,54,coursera,Microsoft AI & ML Engineering,187 reviews,"Skills you'll gain: Unsupervised Learning, Generative AI, Large Language Modeling, Data Management, Natural Language Processing, MLOps (Machine Learning Operations), Supervised Learning, Microsoft Azure, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Infrastructure Architecture, Cloud Infrastructure, Generative AI Agents, Applied Machine Learning, Reinforcement Learning, Data Ethics, Prompt Engineering, Data Processing, Artificial Intelligence, Application Deployment",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/21/1383dd8e6c4bb4ab0938e864db7988/Microsoft-AI-ML-Engineering-Professional-Certificate.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,AI and Machine Learning
79,79,simplilearn,Professional Certificate in Data Analytics and Generative AI,4.5 (6559),"Data Analytics,Generative AI,Data Storytelling,Data Ethics,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/pgp-data-analytics-certification-training-course?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
18,18,edx,Ethics in AI Design,DelftX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fc484a523-d396-4aff-90f4-bb7e82e16bf6-f9e6cc4a4c94.png&w=256&q=75,https://www.edx.org/learn/ethics/delft-university-of-technology-ethics-in-ai-design?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=15,AI and Machine Learning
74,74,learnvern,Excel For Data Analysis,51144,,https://assets.learnvern.com/course/icons/71769.svg,https://www.learnvern.com/course/beginner-to-advance-excel-for-data-science,Data Science and Analytics
55,55,coursera,Introduction to AI and Machine Learning on Google Cloud,251 reviews,"Skills you'll gain: Prompt Engineering, Google Cloud Platform, Generative AI, Cloud Infrastructure, MLOps (Machine Learning Operations), Artificial Intelligence and Machine Learning (AI/ML), Cloud Platforms, Large Language Modeling, Machine Learning, Natural Language Processing, Application Programming Interface (API)",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7e/b93f1a84ee4df3b10eac3fcfa71dab/GFX_Coursera_Asset_Full_1200x1200.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud,AI and Machine Learning
80,80,simplilearn,Tableau Desktop Specialist Certification Training,4.6 (19555),"Data Integration,Data Organization,Exploratory Data Analysis,,,,",https://www.simplilearn.com/ice9/accreditation_icons/Tableaue%20(1).svgz,https://www.simplilearn.com/tableau-training-and-data-visualization-course?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
19,19,edx,MLOps1 (AWS): Deploying AI & ML Models in Production using Amazon Web Services,Statistics.comX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fd74214c6-3663-421d-91be-bf407a6efca2-94bf207ef5fa.png&w=256&q=75,https://www.edx.org/learn/amazon-web-services-aws/statistics-com-mlops1-aws-deploying-ai-ml-models-in-production-using-amazon-web-services?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=16,AI and Machine Learning
75,75,learnvern,MS Excel Course,430198,,https://assets.learnvern.com/course/icons/42256.svg,https://www.learnvern.com/course/ms-excel-tutorial,Data Science and Analytics
56,56,coursera,AI for Medicine,2.4K reviews,"Skills you'll gain: Deep Learning, Statistical Analysis, Clinical Trials, Feature Engineering, Risk Modeling, Treatment Planning, Data Analysis, Precision Medicine, Decision Tree Learning, Predictive Modeling, Patient Treatment, Image Analysis, Machine Learning Methods, Applied Machine Learning, AI Personalization, Machine Learning, Random Forest Algorithm, Artificial Intelligence and Machine Learning (AI/ML), Data Processing, Medical Imaging",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/28/5c270e9a294a86a5522300d31c6108/Specialization-Logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/ai-for-medicine,AI and Machine Learning
